videoId,title,duration,views,date,link
i8-L9Aqm20c,Quant Paper Review: P (buy-side) versus Q (sell-side) Quants,,,,https://www.youtube.com/watch?v=i8-L9Aqm20c
qup5fqDoKcg,Geometric Brownian Motion in Python,,,,https://www.youtube.com/watch?v=qup5fqDoKcg&pp=0gcJCZkLAYcqIYzv
y0s2GXREymI,Solving Geometric Brownian Motion,,,,https://www.youtube.com/watch?v=y0s2GXREymI
ytMfmVDKJ7s,التمويل الكمي - الحلقة 003 | خيارات الأسهم - الجزء الثاني,,,,https://www.youtube.com/watch?v=ytMfmVDKJ7s
hgerQvti_SU,Quantitative Finance Episode 002 | Equity Options I,,,,https://www.youtube.com/watch?v=hgerQvti_SU
oqVAtacekr0,Backtesting Quant Strats in Python | Quantitative Research,,,,https://www.youtube.com/watch?v=oqVAtacekr0
g9HIk8EQCzw,Quantitative Finance in Python | Q-Fin Python Library,,,,https://www.youtube.com/watch?v=g9HIk8EQCzw
AGjDaoFMZsw,التمويل الكمي - الحلقة 001 | القيمة الزمنية للنقود,,,,https://www.youtube.com/watch?v=AGjDaoFMZsw
CfSq_fMx8fs,Algorithmic Multi-Greek Hedging using Python,,,,https://www.youtube.com/watch?v=CfSq_fMx8fs
oAqNunJItcc,Black-Scholes European Option Pricing | Itô's Lemma,,,,https://www.youtube.com/watch?v=oAqNunJItcc
B-ecgy17VtE,Building an Algorithmic Trading System in Python | Web Application Development,,,,https://www.youtube.com/watch?v=B-ecgy17VtE
v2TSTKlrPwo,تطوير تطبيقات الويب باستخدام بايثون | أجاكس وجافا سكريبت,,,,https://www.youtube.com/watch?v=v2TSTKlrPwo
RF1it3i9qzE,Web Application Development in Python | Intro to Flask and Jinja2,,,,https://www.youtube.com/watch?v=RF1it3i9qzE
FJpiY0bsQEI,بناء نظام تداول خوارزمي في بايثون | تخزين البيانات مؤقتًا,,,,https://www.youtube.com/watch?v=FJpiY0bsQEI
9m1vGTG9Wqk,Building an Algorithmic Trading System in Python | Live Market Data Streams,,,,https://www.youtube.com/watch?v=9m1vGTG9Wqk
WcPtPHJatIo,Building an Algorithmic Trading System in Python | Connection and Structure,,,,https://www.youtube.com/watch?v=WcPtPHJatIo
aozWosFLAEY,Volatility Trading 101 with Python,,,,https://www.youtube.com/watch?v=aozWosFLAEY&pp=0gcJCZkLAYcqIYzv
5OAj0vdyGNY,تسعير مونت كارلو للمشتقات المالية في بايثون,,,,https://www.youtube.com/watch?v=5OAj0vdyGNY
MpiJZ2hl8VQ,Monte Carlo Simulations in Python,,,,https://www.youtube.com/watch?v=MpiJZ2hl8VQ&pp=0gcJCZkLAYcqIYzv
QIM12cvCu4c,Arithmetic Brownian Motion in Python,,,,https://www.youtube.com/watch?v=QIM12cvCu4c
NGLeprazvkM,Python Multithreading in 3 Minutes,,,,https://www.youtube.com/watch?v=NGLeprazvkM
